project_id,product,domain,institute,driving_model_id,experiment_id,member,model_id,version,frequency,variable,date,host
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,hfss,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,clwvi,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,hfls,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,cll,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,clm,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,evspsbl,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,hurs,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,hus850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,clt,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,rsds,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,rlds,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,rsus,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,rlus,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,rsdt,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,rsut,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,rlut,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,psl,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ps,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,tauv,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,tasmax,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,tasmin,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,tauu,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,tas,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ua200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ta500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ta850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ts,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,vas,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,uas,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,va200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,va500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,va850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ua500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ua850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,sfcWindmax,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,rsut,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,sfcWind,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,snm,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,snw,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,snc,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,sic,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,vas,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,uas,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,va200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,va500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,va850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,ua500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,ua850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,sfcWindmax,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,snm,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,snw,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,snc,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,sic,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,ta200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,ta500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,tauv,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,tasmax,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,tasmin,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,tauu,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,tas,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,ua200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,ua500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,ua850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,ta850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,clh,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,clivi,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,prc,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,prw,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,mrros,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,huss,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,prsn,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,mrro,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,pr,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,sfcWindmax,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,sfcWind,v20131119,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,snm,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,snw,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,snc,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,sic,v20141003,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,day,ta200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,hfss,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,hfls,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,evspsbl,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,huss,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,hurs,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,hus850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,clt,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,fx,sftlf,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,fx,orog,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,rsds,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,rlds,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,rsus,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,rlus,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,rsdt,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,rlut,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,psl,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,pr,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,tauv,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,tasmax,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,tasmin,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,tauu,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,tas,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,ua200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,ta200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,ta500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,mon,ta850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,hfss,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,hfls,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,evspsbl,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,huss,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,hurs,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,hus850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,clt,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,pr,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,rsds,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,rlds,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,rsus,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,rlus,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,rsdt,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,rsut,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,rlut,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,sfcWind,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,psl,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,vas,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,uas,v20140620,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,va200,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,va500,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,sem,va850,v20140917,cordexesg.dmi.dk
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,clwvi,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,clivi,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,evspsbl,v20150114,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,clt,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r0i0p0,CCLM4-8-17,v1,fx,sftlf,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r0i0p0,CCLM4-8-17,v1,fx,orog,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,tasmax,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,tasmin,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,tas,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,sund,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,ua200,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,ta200,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,ta500,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,ta850,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,day,ts,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,rsds,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,rlds,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,rlus,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,rlut,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,mrso,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,mrros,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,psl,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,mrro,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,pr,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,vas,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,zg200,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,zg500,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,uas,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,va200,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,va500,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,va850,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,clt,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,mon,ua850,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,tasmax,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,tasmin,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,tas,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,uas,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,va200,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,ua200,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,ua500,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,ua850,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,sem,ta850,v20141216,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,tasmax,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,tasmin,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,snm,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,snw,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,tas,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,sund,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,ta200,v20140515,esgf1.dkrz.de
cordex,output,EUR-11,CLMcom,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CCLM4-8-17,v1,day,ta500,v20140515,esgf1.dkrz.de
